GrantNumber,DisciplineNumber
G113746,D20801
G159836,D30403
G136201,D30101
G136201,D30104
G15206,D10102
G100293,D30107
G164086,D30103
G164086,D30105
G164086,D30201
G3468,D20401
G124429,D20100
G124429,D30812
G124429,D30912
G165389,D30102
G165389,D30103
G165389,D30401
G152027,D10204
G50286,D30708
G3303,D20301
G153657,D20401
G153657,D20404
G138242,D20100
G66889,D20801
G266,D10204
G177247,D30403
G177247,D30718
G64320,D20100
G8910,D30302
G40130,D30107
G105002,D30103
G41218,D10403
G57355,D10201
G37865,D10102
G126527,D10503
G121225,D20304
G148024,D10501
G148024,D10502
G205492,D20704
G205492,D20705
G205492,D20709
G61411,D30702
G2194,D10105
G4740,D20709
G154111,D30102
G154111,D30104
G154111,D30202
G50834,D10405
G103464,D20304
G190672,D10105
G190672,D10204
G164570,D10501
G52162,D10202
G55972,D10301
G32548,D30303
G1089,D10502
G175565,D30401
G175565,D30403
G190298,D20506
G190298,D30104
G200763,D30708
G53043,D10203
G147349,D10105
G147349,D10201
G147349,D10605
G147349,D10607
G150071,D10202
G161388,D20404
G161388,D20505
G158001,D10405
G158001,D10406
G158001,D10501
G5222,D20304
G68428,D20304
G129725,D20506
G138257,D30102
G57794,D30107
G164468,D30302
G122886,D20404
G55331,D10205
G186673,D20200
G186673,D20502
G186673,D20511
G103679,D20404
G1047,D10105
G1047,D10201
G141089,D20100
G141089,D20506
G103000,D10205
G135451,D20100
G135451,D20511
G6677,D30302
G6677,D30306
G50293,D10501
G61773,D30701
G107909,D20506
G66343,D10502
G56619,D10502
G58603,D20704
G192407,D10102
G192407,D10201
G168508,D20506
G128578,D30701
G128578,D30717
G6448,D30207
G61314,D20301
G138450,D30403
G138450,D30718
G206801,D30107
G206801,D30403
G5574,D20100
G178003,D30101
G178003,D30103
G178003,D30104
G178003,D30304
G615,D10205
G129571,D10103
G129571,D10503
G162596,D10203
G162596,D30911
G115097,D10101
G131090,D30101
G131090,D30103
G28925,D20304
G45724,D20401
G152793,D10105
G150478,D10104
G27361,D20801
G104340,D20506
G156717,D10407
G29585,D20303
G192893,D30204
G150998,D10104
G150998,D10105
G150998,D10201
G150998,D10203
G150998,D30911
G110127,D10102
G61777,D30102
G147540,D10102
G147540,D10103
G177008,D20402
G177008,D20403
G106528,D10105
G28956,D20404
G26879,D30104
G119677,D30104
G119677,D30207
G186445,D30101
G46921,D20100
G8565,D30718
G186921,D10502
G186921,D10604
G130008,D30402
G130008,D30716
G1533,D10205
G107469,D20405
G43558,D20506
G36866,D10105
G191057,D30102
G191057,D30104
G191057,D30105
G158665,D30302
G66909,D20200
G127558,D30104
G127558,D30710
G108630,D10206
G134277,D30701
G134277,D30808
G40701,D30103
G140042,D20304
G163745,D10202
G163745,D10203
G113967,D30103
G113967,D30304
G33132,D10401
G167536,D10105
G167536,D20506
G154624,D30102
G154624,D30104
G40757,D20506
G139865,D10205
G203827,D20505
G203827,D20508
G173717,D20405
G173717,D20502
G173717,D20505
G65630,D10205
G181380,D10205
G5758,D30301
G34050,D20304
G130517,D20200
G130517,D20405
G130517,D20504
G130517,D20704
G56405,D20301
G199472,D10403
G199472,D10407
G199472,D10603
G110323,D10101
G110323,D10201
G110323,D10301
G110323,D10405
G58831,D20304
G65619,D20401
G164135,D10301
G114136,D10102
G114136,D30708
G142404,D30102
G142404,D30104
G192984,D30101
G168467,D10205
G47514,D10203
G121233,D20403
G112594,D30808
G112594,D30912
G2628,D20704
G46023,D10206
G161451,D10203
G55877,D30301
G61289,D10203
G30852,D20801
G26970,D10502
G129982,D10103
G129982,D10302
G107450,D20503
G62124,D30403
G4211,D20404
G68087,D20301
G100962,D30206
G1253,D10402
G163014,D20100
G154320,D10103
G154320,D10302
G154320,D10503
G133332,D20703
G133332,D20704
G133332,D20706
G133332,D20802
G190609,D10301
G190609,D10302
G185321,D30302
G185321,D30403
G194591,D10105
G131160,D10501
G146300,D30101
G146300,D30102
G146300,D30103
G146300,D30104
G146300,D30201
G195250,D10206
G9512,D30708
G20565,D30103
G109524,D10204
G103178,D30716
G106157,D20100
G199150,D10501
G199150,D10503
G113604,D20506
G177764,D10301
G6258,D30305
G1889,D10302
G46902,D20404
G171867,D10402
G113869,D10205
G125201,D20506
G157245,D20504
G157245,D20506
G157245,D20508
G105476,D20506
G151527,D10101
G151527,D30911
G8929,D30707
G148794,D30103
G148794,D30403
G118774,D10105
G118774,D10201
G1645,D10105
G3394,D20409
G195003,D10203
G36322,D30403
G120155,D10607
G52617,D10103
G6244,D30103
G140796,D10105
G140796,D10502
G119999,D10604
G120708,D20100
G108954,D10503
G15201,D10202
G109408,D10105
G109408,D30708
G107766,D20200
G192968,D20506
G108006,D30401
G108006,D30402
G198808,D10201
G61824,D30102
G194166,D20506
G134153,D20505
G207290,D10301
G207290,D10302
G624,D10201
G119615,D20801
G37201,D20501
G32418,D30708
G135448,D20801
G43283,D10501
G43283,D10502
G106611,D10404
G154373,D20501
G119205,D30102
G119205,D30107
G119205,D30207
G119205,D30307
G119205,D30403
G119205,D30808
G168747,D20404
G47047,D30207
G40142,D20506
G159646,D10301
G6501,D30302
G186999,D20506
G186999,D20508
G186999,D30302
G20257,D30713
G10918,D20509
G178369,D10202
G178369,D10301
G64371,D10201
G121187,D20100
G121187,D20401
G64895,D30105
G141730,D10407
G116382,D30715
G179567,D30808
G179567,D30812
G204036,D20508
G146490,D30305
G146490,D30402
G146490,D30701
G146490,D30717
G127968,D20404
G127968,D20409
G127968,D20508
G125837,D30101
G125837,D30102
G125837,D30103
G121901,D20100
G35671,D10105
G208301,D10101
G178721,D10301
G181185,D10102
G181185,D10303
G192207,D10206
G32421,D30101
G175728,D20100
G134467,D20304
G134467,D30107
G134467,D30207
G134467,D30306
G116846,D30103
G116846,D30809
G108725,D20100
G108725,D20401
G32314,D30302
G3451,D20402
G107482,D20801
G177033,D20301
G1392,D10402
G164582,D10105
G26085,D20508
G30409,D30306
G4075,D20301
G156924,D20405
G156924,D30401
G143416,D10104
G191405,D10204
G191405,D10605
G112173,D30305
G170883,D10102
G170883,D10201
G170883,D10202
G170883,D10203
G170883,D10206
G170883,D10403
G170883,D20509
G170883,D30205
G170883,D30207
G170883,D30906
G176248,D30305
G176248,D30402
G706,D10302
G142984,D10203
G142984,D30207
G202659,D20301
G202659,D20303
G52982,D30710
G139081,D20301
G139081,D20303
G139081,D20304
G26343,D30102
G132887,D30101
G132887,D30102
G132887,D30103
G132887,D30104
G132887,D30107
G66937,D20506
G20640,D10402
G38543,D20508
G116947,D20805
G39285,D10503
G188712,D20401
G15147,D10503
G154611,D10105
G33400,D10205
G109306,D10503
G8821,D30202
G67452,D10407
G172478,D20401
G172478,D20403
G20366,D20100
G163302,D30707
G163302,D30708
G43590,D10203
G140236,D20401
G194648,D20100
G124273,D20705
G48832,D10105
G3701,D20706
G192259,D10502
G158976,D20304
G104908,D30909
G111728,D20403
G55616,D30102
G55616,D30107
G130040,D10201
G166445,D30102
G115086,D30103
G115086,D30304
G115086,D30403
G115086,D30702
G115086,D30808
G106017,D20506
G106017,D30708
G2506,D20705
G191023,D10205
G191023,D10403
G121879,D20508
G121879,D20511
G45676,D10203
G37939,D30302
G123697,D10207
G123697,D10406
G123697,D10501
G123697,D10502
G176116,D30305
G103250,D30304
G103250,D30701
G103250,D30702
G103250,D30707
G103250,D30716
G103250,D30718
G103250,D30807
G134210,D20200
G172815,D20100
G105656,D10105
G103730,D20409
G116443,D10102
G167859,D10201
G167859,D10202
G167859,D10403
G52276,D30202
G46751,D10203
G32585,D10206
G119115,D10303
G119115,D10503
G39210,D20100
G111150,D30205
G111150,D30206
G111150,D30207
G29838,D20304
G182651,D30302
G182651,D30708
G65518,D20800
G65364,D10302
G141573,D10502
G205756,D20709
G185135,D10201
G185135,D10601
G152752,D10403
G152752,D10603
G153525,D10202
G153525,D10206
G32582,D30102
G148820,D10303
G148820,D10402
G148820,D10403
G105061,D10101
G117831,D30207
G115950,D30103
G115950,D30714
G148785,D20503
G148785,D20802
G4170,D20200
G183580,D10501
G140163,D30307
G140163,D30808
G3435,D20403
G20580,D20502
G37676,D20100
G188025,D10201
G188025,D10403
G31266,D30704
G104540,D10103
G20170,D20501
G25964,D20404
G7758,D30101
G7758,D30103
G49787,D10202
G130902,D10207
G178231,D20200
G178231,D20409
G162593,D20404
G9021,D30717
G27117,D20301
G155707,D10205
G163056,D30302
G163056,D30708
G100141,D30102
G65093,D30710
G208365,D30108
G105626,D30202
G105626,D30207
G154070,D10301
G154070,D20506
G206990,D30911
G153220,D30102
G153220,D30104
G153220,D30105
G20566,D30402
G146651,D20801
G146651,D20803
G146651,D20804
G146651,D20806
G146651,D20809
G128743,D20404
G187608,D10301
G49080,D30302
G116971,D10204
G144535,D20404
G144535,D20505
G144535,D30301
G130518,D20409
G130518,D30101
G130518,D30108
G130518,D30303
G130518,D30305
G130518,D30306
G130518,D30403
G130518,D30705
G130518,D30710
G130518,D30714
G130518,D30718
G184740,D20506
G42265,D20200
G175445,D30105
G175445,D30302
G175445,D30708
G190688,D10201
G190688,D10203
G31234,D20806
G64257,D10502
G45802,D20505
G33429,D20704
G33429,D20801
G147154,D10607
G190750,D20303
G190750,D20505
G156396,D30202
G156396,D30207
G45937,D30101
G45937,D30403
G134562,D10105
G62102,D30103
G62102,D30105
G143670,D30102
G143670,D30401
G151676,D30303
G151676,D30715
G172627,D20506
G135312,D20404
G157545,D20303
G157545,D30101
G109490,D20505
G144471,D20301
G144004,D20301
G144004,D20303
G142607,D10102
G142607,D10404
G142607,D10405
G193806,D30103
G33033,D10502
G50638,D20100
G62056,D30808
G7014,D30101
G190684,D20501
G190684,D20503
G40,D10404
G183120,D10202
G208046,D30103
G208046,D30305
G3370,D20404
G133801,D20504
G3407,D20503
G202380,D20805
G113641,D20405
G113641,D30303
G105199,D20709
G186813,D10501
G191012,D20508
G124781,D10206
G127853,D10203
G127853,D10204
G58807,D10104
G103860,D30201
G205792,D10104
G205792,D10201
G176123,D30709
G158745,D10201
G158745,D10204
G207456,D10104
G67312,D30201
G118850,D10105
G118850,D30302
G145861,D10501
G145861,D10502
G177538,D10101
G67715,D20506
G155841,D20506
G7,D10303
G3865,D20401
G1140,D10501
G55130,D20506
G209603,D10501
G42743,D10102
G131771,D10104
G147583,D10101
G147583,D10105
G147583,D10201
G147583,D10202
G147583,D10301
G147583,D10501
G147583,D10503
G55188,D20000
G126393,D30104
G126393,D30207
G121537,D30103
G121537,D30302
G100291,D20506
G123900,D20511
G123900,D30812
G158909,D30305
G9028,D30708
G9028,D30808
G198553,D30107
G112778,D30103
G112778,D30108
G112778,D30306
G112778,D30403
G112778,D30714
G143784,D10202
G143784,D10206
G37550,D30718
G175109,D10101
G175109,D10105
G175109,D30108
G146594,D20200
G146594,D20506
G1145,D10501
G33683,D20505
G6827,D30709
G153360,D20301
G153360,D20404
G153360,D20504
G153360,D20508
G119549,D10102
G119549,D10301
G154353,D10201
G154353,D10404
G154353,D10407
G191736,D20301
G191736,D30108
G63658,D30108
G152483,D10105
G63401,D20409
G104400,D10103
G15273,D10202
G3029,D20301
G144064,D30704
G144064,D30708
G144064,D30807
G32508,D30706
G65561,D10402
G166003,D10104
G166003,D10105
G115178,D20401
G115178,D20404
G153975,D20502
G36234,D10104
G44439,D10105
G121045,D20401
G121045,D20403
G175985,D20100
G114967,D30303
G114967,D30305
G114967,D30402
G183768,D30102
G183768,D30307
G153007,D10102
G135342,D20301
G59165,D30403
G42816,D20301
G20783,D30202
G36136,D20401
G40209,D10205
G181742,D10501
G123134,D30102
G123134,D30402
G123134,D30403
G146593,D20705
G146593,D20809
G57823,D30201
G36364,D20705
G194814,D20200
G5769,D30717
G104949,D10105
G161101,D10201
G161101,D10202
G161101,D10206
G130167,D10201
G130167,D10202
G200622,D10301
G146875,D10206
G146875,D20506
G146875,D20709
G171874,D10301
G171874,D10502
G208280,D10207
G208280,D10301
G146799,D10404
G146799,D10501
G6853,D30713
G36306,D20304
G138380,D30302
G2920,D20401
G141222,D30102
G200230,D30103
G200230,D30107
G160741,D30102
G160741,D30103
G160741,D30104
G160741,D30304
G160741,D30305
G160865,D10301
G55754,D20200
G114486,D10301
G114486,D10302
G53314,D20404
G146386,D20705
G146386,D20801
G146386,D20802
G147279,D20409
G147279,D30103
G175953,D30105
G175953,D30301
G175953,D30305
G171656,D10604
G171656,D20506
G39500,D20304
G25285,D30101
G47728,D10202
G124544,D10201
G124544,D10205
G124544,D10403
G124544,D10601
G134475,D10105
G15104,D10102
G138702,D10202
G28914,D20100
G123827,D10501
G198749,D30102
G112816,D30812
G112816,D30911
G112816,D30912
G56676,D10102
G61664,D30806
G33356,D30102
G132758,D10105
G59473,D30302
G183971,D10301
G171916,D10202
G28263,D30808
G48716,D20401
G101374,D30105
G50578,D20506
G128782,D30303
G49168,D30201
G49168,D30207
G112769,D30101
G112769,D30102
G112769,D30303
G112769,D30805
G203391,D10105
G100414,D30702
G184690,D20506
G110037,D10303
G149999,D20401
G153324,D20100
G153324,D20506
G150196,D10203
G150196,D20100
G6293,D30201
G151836,D20504
G151836,D20506
G148186,D10105
G148186,D30302
G205246,D10403
G205246,D20809
G205246,D30206
G58352,D10104
G140135,D30103
G140135,D30104
G206106,D20805
G124081,D10201
G124081,D10207
G166959,D20000
G166959,D20802
G166959,D20803
G166959,D20806
G166959,D20809
G101464,D20506
G152819,D20100
G25968,D30102
G133468,D10205
G133468,D10303
G7667,D30302
G7667,D30717
G202854,D30302
G3470,D20304
G20673,D10101
G53863,D30702
G153332,D20409
G153332,D30108
G142888,D10201
G142888,D20506
G177933,D30812
G113345,D30101
G207302,D10101
G207302,D10102
G207302,D10301
G207302,D10402
G207302,D10404
G207302,D10407
G207302,D10501
G51523,D10101
G143245,D20801
G143245,D20802
G10615,D10104
G50396,D20505
G165313,D30805
G165313,D30808
G165313,D30903
G165313,D30911
G128707,D20705
G128707,D20803
G121931,D20506
G103800,D20504
G117291,D10207
G117291,D10501
G117291,D10607
G178604,D20404
G186449,D10101
G186449,D10301
G186449,D10502
G186449,D10602
G100305,D30710
G124462,D10101
G185114,D30403
G61863,D20505
G133334,D20100
G156598,D20301
G49506,D30713
G59883,D20800
G6339,D30707
G27274,D10302
G135200,D30101
G135200,D30103
G135200,D30303
G199600,D30302
G142892,D30101
G142892,D30102
G108494,D10603
G45079,D20401
G107663,D20704
G61901,D20401
G187632,D10104
G187632,D10105
G187632,D10605
G187632,D30910
G187632,D30911
G147661,D20301
G147661,D20503
G147661,D20505
G147661,D20507
G201880,D30403
G44263,D10202
G192067,D30107
G6235,D30101
G37375,D10104
G138338,D30403
G135513,D20705
G157963,D10301
G20345,D10205
G146598,D20301
G206705,D10105
G8585,D30306
G128718,D20504
G128718,D20508
G61280,D10201
G41725,D20704
G165364,D30102
G165364,D30104
G165364,D30105
G165364,D30202
G165364,D30207
G66915,D20506
G20340,D10102
G45565,D20505
G109171,D20303
G3412,D20404
G119751,D20403
G172315,D10501
G449,D10302
G127380,D30103
G40213,D10205
G68397,D10407
G144629,D20409
G163961,D30101
G163961,D30102
G163961,D30103
G163961,D30306
G177479,D20301
G143968,D20502
G151863,D30101
G151863,D30102
G151863,D30108
G42181,D30101
G172497,D20304
G52413,D10105
G122212,D20701
G122212,D20803
G66397,D10201
G62673,D30401
G160969,D30808
G169441,D10204
G31208,D10201
G25311,D30202
G38684,D20406
G56634,D10501
G7483,D30403
G7483,D30712
G33829,D30708
G173916,D10502
G173916,D30201
G184129,D10201
G55720,D30403
G190287,D30103
G112115,D20506
G113243,D10501
G116492,D30101
G155271,D10101
G155271,D10201
G155271,D10301
G113291,D20404
G141879,D30403
G147813,D10101
G144091,D30103
G144091,D30401
G158401,D10105
G2527,D20803
G163378,D30708
G163378,D30715
G116512,D20401
G116512,D20404
G50412,D10502
G157654,D20301
G157654,D20304
G134178,D20409
G134178,D30108
G180128,D10201
G137231,D10105
G143284,D10203
G125539,D10102
G28002,D10205
G162830,D10403
G162830,D20509
G162830,D20510
G162830,D20701
G162830,D20704
G162830,D20705
G105806,D20803
G35207,D30207
G4527,D20100
G63306,D20200
G144886,D30103
G144886,D30104
G144886,D30304
G144886,D30305
G144886,D30402
G144886,D30405
G144886,D30807
G61751,D20409
G3343,D20304
G29923,D20409
G172813,D10407
G172813,D20501
G106250,D10301
G106250,D10404
G106250,D10407
G100179,D20505
G193749,D30108
G193749,D30401
G193749,D50000
G186529,D30102
G204711,D30105
G204711,D30108
G41156,D10203
G169395,D30105
G169395,D30202
G169395,D30203
G112748,D10204
G38365,D10205
G38365,D10206
G3650,D20505
G5308,D20501
G179500,D30701
G179500,D30808
G106709,D10201
G52303,D10101
G130899,D10301
G15285,D10103
G179905,D30305
G179905,D30707
G198625,D20100
G170406,D10201
G170406,D10202
G113136,D20100
G180700,D10301
G180700,D10303
G180700,D10503
G4564,D20303
G5385,D20304
G40238,D10104
G132387,D10202
G132387,D10403
G202889,D10101
G123454,D30302
G29034,D30703
G65032,D20303
G109845,D10601
G66845,D30402
G175347,D30102
G175347,D30103
G191092,D20704
G4685,D20200
G125159,D20409
G3807,D20301
G127693,D30102
G127693,D30403
G146317,D10105
G146317,D30302
G198023,D10203
G101900,D10303
G101900,D10402
G3721,D20303
G7241,D30302
G122586,D30304
G181057,D10202
G181057,D10203
G68060,D20200
G46195,D10405
G51226,D30102
G41198,D10205
G32611,D10204
G109572,D20301
G65262,D10103
G28903,D10502
G148701,D10204
G170182,D30102
G170182,D30401
G126500,D20804
G126500,D20805
G201328,D30302
G130957,D10102
G107568,D10301
G6728,D30205
G130171,D20301
G130171,D30108
G152785,D10206
G162493,D20200
G40564,D10105
G199807,D30401
G199807,D30805
G53878,D10203
G156339,D10202
G196762,D30102
G196762,D30401
G59084,D10104
G43142,D10303
G51629,D20404
G46798,D30718
G133377,D30708
G59821,D10201
G15409,D10303
G61472,D10101
G136341,D10104
G136341,D10301
G147491,D10101
G147491,D10102
G183840,D30207
G120345,D10205
G200184,D20502
G200184,D20506
G200184,D20709
G200184,D20803
G200184,D30101
G200184,D30102
G200184,D30103
G200184,D30104
G150663,D30107
G150663,D30307
G150663,D30403
G150663,D30808
G179483,D30202
G179483,D30207
G25230,D30108
G157459,D10101
G157459,D10201
G157459,D10202
G157459,D10205
G165060,D10303
G165060,D10402
G30899,D10501
G64589,D10205
G160294,D10501
G160294,D10502
G145071,D10101
G145071,D10102
G145071,D10105
G145071,D10502
G145071,D20100
G140974,D20801
G140974,D20803
G140974,D20806
G116404,D30101
G116404,D30103
G116404,D30303
G106297,D30401
G106297,D30403
G20034,D20300
G148961,D20507
G148961,D30101
G148961,D30102
G139107,D10603
G139107,D20506
G163280,D20401
G102486,D10301
G102486,D10501
G112821,D10203
G112821,D10205
G112821,D30911
G142392,D10105
G158717,D20502
G158717,D20503
G158717,D20511
G158717,D30102
G158717,D30303
G158717,D30403
G133386,D30103
G8701,D30105
G124673,D10206
G124673,D10301
G124673,D10302
G124673,D10404
G124673,D10603
G124673,D20702
G124673,D20709
G191477,D10201
G191477,D10202
G191477,D10206
G191477,D10301
G109569,D20709
G109753,D30104
G109753,D30105
G136157,D10301
G174903,D10201
G174903,D10403
G121349,D20301
G113342,D20506
G171822,D10605
G171822,D10607
G34070,D20506
G140447,D20508
G52625,D20505
G205085,D20506
G205085,D30102
G205085,D30104
G205085,D30202
G200898,D30403
G183110,D20504
G183110,D20506
G209285,D10102
G209285,D10601
G165446,D20702
G8732,D30101
G126271,D10202
G67322,D20506
G148656,D10102
G148656,D10201
G148656,D10403
G179061,D20404
G179061,D20510
G179061,D30205
G193300,D10105
G164713,D30101
G164713,D30102
G67292,D20304
G32291,D10401
G32305,D30707
G32305,D30718
G104049,D30702
G41068,D10403
G35670,D10105
G132482,D20100
G132482,D30808
G132482,D30812
G202349,D30302
G123821,D30102
G123821,D30103
G123821,D30401
G204713,D30101
G204713,D30103
G9295,D30707
G189154,D10204
G189154,D10605
G129970,D20301
G129970,D20401
G129970,D20404
G168319,D20506
G168319,D30104
G188696,D20504
G188696,D20506
G193330,D30302
G193330,D30403
G114284,D20505
G114284,D30714
G29947,D30713
G29947,D30908
G3952,D20303
G3952,D20404
G172630,D30307
G172630,D30701
G172630,D30702
G172630,D30717
G38631,D20504
G108060,D20506
G164019,D20303
G164019,D30108
G39669,D30105
G124090,D30303
G105718,D30205
G141565,D10301
G141565,D10302
G113518,D30305
G146779,D10101
G7600,D30103
G177927,D30302
G177927,D30403
G177927,D30708
G177710,D10301
G127722,D10203
G57124,D10201
G37837,D20704
G119780,D20505
G25374,D10404
G170004,D10607
G172651,D10202
G106066,D10502
G210671,D20304
G210671,D30101
G210671,D30102
G210671,D30103
G210671,D30306
G9197,D30403
G177016,D20404
G160188,D20511
G160188,D30102
G160188,D30107
G119992,D10203
G116462,D30302
G253,D10301
G104000,D30102
G104000,D30103
G104000,D30301
G49512,D20801
G49294,D10301
G113363,D20702
G113363,D20802
G61051,D20304
G195393,D20704
G134040,D30102
G134040,D30104
G134040,D30107
G134803,D20502
G134803,D20505
G1746,D10404
G193423,D10301
G193423,D10404
G25216,D10502
G130309,D30104
G130309,D30202
G130309,D30204
G133268,D30302
G182222,D10405
G182222,D10604
G179068,D30102
G179068,D30103
G179068,D30105
G145671,D20301
G145671,D20404
G151138,D10301
G151138,D10403
G123368,D10602
G5420,D20303
G103420,D20506
G174652,D10205
G179455,D10105
G170177,D20301
G5977,D30202
G5977,D30207
G68081,D20301
G59953,D10104
G195257,D10205
G167694,D10201
G167694,D10203
G167694,D10204
G167694,D20409
G103983,D20404
G128139,D20502
G128139,D20506
G65533,D10201
G192885,D10202
G192885,D10403
G47329,D30715
G111706,D20505
G51388,D20401
G192751,D30103
G192751,D30305
G56769,D10302
G15233,D10501
G9187,D30105
G38410,D10105
G117908,D20200
G200865,D20304
G156749,D20200
G156749,D20401
G156749,D20403
G114759,D20303
G114759,D30108
G158347,D20703
G158347,D20704
G187994,D20301
G187994,D20401
G42229,D10203
G32604,D10502
G147712,D10501
G145314,D20805
G145314,D30203
G118011,D10206
G52350,D10101
G4357,D20801
G136063,D10101
G136063,D10102
G136063,D10404
G127523,D30102
G28566,D10102
G183848,D30102
G183848,D30103
G183848,D30104
G183848,D30303
G183848,D30403
G120982,D10105
G146961,D20100
G146961,D30102
G169492,D30102
G169492,D30104
G169492,D30105
G169492,D30402
G167721,D10101
G5965,D30402
G5965,D30403
G31148,D30105
G31148,D30302
G47553,D10204
G126853,D20401
G126853,D20506
G65450,D20709
G128687,D10202
G128687,D10301
G128687,D10302
G43553,D20304
G190144,D10201
G190144,D10301
G10788,D10203
G10788,D20701
G144545,D10103
G144545,D10302
G206188,D10601
G2983,D20303
G111307,D10303
G45671,D10501
G56940,D30104
G28401,D30107
G188920,D10104
G188920,D10105
G56153,D30201
G119620,D30302
G119620,D30708
G8909,D30304
G8909,D30713
G128274,D20301
G128274,D20409
G100435,D10205
G100435,D20511
G149783,D30101
G149783,D30103
G149783,D30302
G188346,D20506
G42101,D10501
G114473,D10201
G114473,D10403
G2050,D10501
G136274,D30102
G136274,D30104
G136274,D30401
G55591,D20303
G130029,D30403
G28188,D30101
G4404,D20304
G161875,D10203
G41649,D30718
G149847,D20404
G149847,D20802
G129905,D10403
G129905,D10405
G129905,D10406
G129905,D10604
G168667,D10204
G119792,D20506
G123014,D10203
G100388,D10501
G163983,D20404
G163983,D20505
G146497,D10401
G146497,D10402
G2472,D10203
G52594,D20100
G147131,D10101
G205468,D30907
G168705,D30102
G168705,D30304
G168705,D30401
G139515,D10201
G139515,D10202
G139515,D10203
G139515,D10206
G111527,D20404
G61535,D20200
G190105,D30205
G45775,D30107
G192888,D10201
G192888,D10202
G143770,D20303
G143770,D30101
G143770,D30102
G184279,D10203
G184279,D10204
G54401,D30307
G137781,D10204
G43436,D30302
G1256,D10203
G166820,D10203
G166820,D10205
G138091,D20506
G61496,D10401
G179477,D30102
G179477,D30703
G120639,D30718
G120639,D30809
G61225,D30301
G15153,D10302
G27561,D30102
G125566,D10404
G6669,D30102
G39260,D20709
G173617,D20404
G173617,D20505
G159119,D20505
G26401,D10502
G135120,D10604
G120798,D10603
G187603,D10101
G187603,D10102
G187603,D10202
G187603,D10205
G187603,D10207
G187603,D10501
G187603,D10602
G117732,D30101
G117732,D30103
G117732,D30305
G106679,D10101
G106679,D10102
G106679,D10205
G160327,D20503
G160327,D30303
G160327,D30714
G160327,D30715
G111254,D10205
G110287,D10205
G109687,D20506
G108078,D30107
G67631,D10406
G178703,D10105
G140794,D10301
G116619,D20501
G38032,D10202
G122064,D20404
G122064,D20409
G28163,D30201
G193957,D20409
G163496,D10101
G163496,D10201
G163496,D10202
G163496,D10207
G163496,D10407
G163496,D10603
G163496,D20506
G28465,D20404
G146074,D10105
G8494,D30714
G28149,D30209
G163088,D30103
G163088,D30105
G163088,D30302
G189636,D20301
G53335,D20507
G40419,D20705
G140351,D10105
G140351,D10605
G140351,D30708
G203644,D10203
G192375,D10405
G192375,D20505
G135092,D10104
G174585,D30107
G174585,D30205
G137242,D10203
G170767,D20303
G170767,D20505
G170767,D30108
G170767,D30302
G141474,D30407
G141474,D30812
G180567,D30101
G180567,D30102
G143360,D30102
G143360,D30103
G143360,D30301
G143360,D30305
G143360,D30306
G143360,D30402
G143360,D30811
G63819,D20803
G37296,D30101
G121088,D10105
G25260,D20304
G36048,D30302
G36048,D30708
G209163,D10104
G180847,D30103
G180847,D30403
G140182,D10102
G171122,D10601
G171122,D10602
G171122,D10605
G180030,D20709
G178237,D20511
G178237,D30103
G106463,D20303
G137948,D10201
G137948,D10207
G137948,D10501
G131892,D20401
G131892,D20404
G133760,D10501
G9037,D30718
G9037,D30808
G164569,D10101
G201283,D20704
G208729,D10101
G208729,D10404
G208729,D10406
G208729,D10501
G208729,D10502
G208729,D10503
G208729,D10604
G176985,D30302
G176985,D30708
G32653,D20404
G191791,D20303
G166072,D10301
G166072,D20100
G161100,D10201
G161100,D10202
G161100,D10206
G166419,D10503
G188252,D30202
G188252,D30207
G52342,D10101
G178867,D20404
G194180,D10301
G152962,D20404
G152962,D20508
G58420,D30708
G56951,D30108
G178160,D10201
G178160,D10202
G43121,D20301
G29384,D20404
G119190,D30202
G119190,D30207
G119190,D30209
G49139,D30718
G49139,D30812
G64922,D30108
G117880,D20507
G144957,D20502
G49199,D10104
G203609,D30708
G143282,D20100
G139260,D30103
G142244,D10301
G102317,D20504
G112073,D20809
G32778,D20404
G130893,D10102
G130893,D10205
G205367,D20505
G5181,D20503
G114624,D30302
G33685,D10402
G198205,D10301
G136421,D20303
G119859,D30306
G119859,D30401
G143301,D10501
G186321,D20502
G186321,D20508
G186321,D30714
G111993,D10501
G47284,D30402
G25600,D20100
G50429,D20301
G137438,D10201
G137438,D10205
G137438,D10401
G137438,D10402
G137438,D10403
G137438,D30204
G50593,D30107
G10721,D10000
G104368,D30805
G197100,D10406
G197100,D10501
G131432,D10204
G118800,D10203
G158429,D10503
G115107,D20404
G115107,D20409
G66959,D10205
G133813,D30101
G133813,D30102
G133813,D30103
G133813,D30104
G133813,D30105
G133813,D30107
G133813,D30201
G133813,D30202
G133813,D30205
G133813,D30206
G133813,D30207
G133813,D30209
G133813,D30305
G133813,D30307
G133813,D30713
G68930,D10502
G171624,D10401
G171624,D10402
G55989,D10203
G124556,D10104
G3985,D20100
G65601,D10101
G123251,D10302
G27623,D10202
G32462,D10302
G139650,D10301
G111517,D10207
G111517,D10607
G111517,D20506
G41,D10303
G178967,D20401
G178967,D20403
G62216,D30101
G61589,D30103
G64472,D10206
G193111,D20303
G193111,D20505
G137239,D10102
G100328,D20505
G29970,D30202
G168820,D30102
G168820,D30103
G173507,D10404
G140538,D20705
G140538,D20706
G157808,D20409
G194147,D30911
G198524,D30102
